12427.0	5,229,582.3700000000002,116.47400000000005
12428.0	10,3432,6303.45,630.345
12429.0	4,1490,3294.8000000000006,823.7000000000002
12430.0	1,116,216.4,216.4
12431.0	18,2827,6238.85,346.6027777777778
12432.0	4,1800,4359.32,1089.83
12433.0	7,10999,13161.789999999992,1880.255714285713
12434.0	4,373,765.1899999999999,191.29749999999999
12435.0	2,2055,7829.889999999999,3914.9449999999997
12436.0	1,209,429.01,429.01
12437.0	19,2889,4392.6600000000035,231.19263157894756
12438.0	2,1169,2466.8500000000004,1233.4250000000002
12441.0	1,120,155.55,155.55
12442.0	1,181,144.06,144.06
12444.0	5,1126,4065.6600000000008,813.1320000000002
12445.0	1,60,77.4,77.4
12446.0	1,351,1002.3099999999997,1002.3099999999997
12447.0	1,187,431.48999999999995,431.48999999999995
12448.0	1,240,365.45,365.45
12449.0	4,1511,3536.89,884.2225
12450.0	2,128,197.88,98.94
12451.0	6,6410,8875.039999999997,1479.173333333333
12452.0	1,181,348.5700000000001,348.5700000000001
12453.0	1,473,707.0899999999999,707.0899999999999
12454.0	2,0,2.8421709430404007E-13,1.4210854715202004E-13
12455.0	5,2084,2339.860000000001,467.9720000000002
12456.0	4,1601,2553.89,638.4725
12457.0	11,674,1592.7399999999993,144.79454545454539
12458.0	2,502,787.4,393.7
12461.0	1,282,626.8800000000001,626.8800000000001
12462.0	4,505,872.0100000000001,218.00250000000003
12463.0	6,751,1165.6300000000006,194.27166666666676
12464.0	8,95,957.0499999999997,119.63124999999997
12465.0	3,459,668.8500000000001,222.95000000000005
12468.0	3,360,652.0400000000003,217.34666666666678
12471.0	45,7846,16323.519999999971,362.7448888888882
12472.0	13,3973,5709.330000000003,439.17923076923097
12473.0	4,2311,2540.71,635.1775
12474.0	30,4703,6432.490000000005,214.4163333333335
12475.0	1,532,669.38,669.38
12476.0	20,2250,5613.4600000000055,280.6730000000003
12477.0	9,3528,12712.010000000007,1412.4455555555564
12478.0	1,233,545.9899999999999,545.9899999999999
12479.0	3,344,403.50000000000006,134.50000000000003
12480.0	4,1685,2885.63,721.4075
12481.0	11,3248,4998.360000000002,454.39636363636384
12483.0	11,1084,1873.1300000000015,170.2845454545456
12484.0	6,2070,3843.6100000000006,640.6016666666668
12488.0	3,526,1244.6600000000003,414.88666666666677
12489.0	1,103,298.93,298.93
12490.0	10,3033,4859.930000000001,485.9930000000001
12491.0	1,258,424.40000000000003,424.40000000000003
12492.0	2,190,227.21,113.605
12493.0	3,203,362.78999999999996,120.92999999999999
12494.0	13,676,982.7500000000001,75.59615384615385
12497.0	1,1231,953.1,953.1
12498.0	3,156,349.7,116.56666666666666
12500.0	12,2660,4023.2700000000004,335.27250000000004
12501.0	2,1688,1930.2299999999987,965.1149999999993
12502.0	5,781,2963.32,592.664
12504.0	4,48,59.999999999999986,14.999999999999996
12506.0	1,23,73.50000000000003,73.50000000000003
12507.0	4,874,1006.0600000000001,251.51500000000001
12508.0	2,271,397.87999999999994,198.93999999999997
12509.0	1,54,158.5,158.5
12510.0	2,347,814.5700000000002,407.2850000000001
12512.0	2,96,132.18000000000004,66.09000000000002
12513.0	2,453,532.79,266.395
12514.0	1,440,1017.68,1017.68
12515.0	1,128,278.70000000000005,278.70000000000005
12516.0	2,868,1186.0599999999997,593.0299999999999
12517.0	5,1327,2256.900000000001,451.3800000000002
12518.0	5,1294,1835.8499999999995,367.1699999999999
12519.0	1,172,276.84,276.84
12520.0	6,1290,2210.989999999999,368.49833333333316
12521.0	1,306,545.6800000000001,545.6800000000001
12522.0	2,192,156.72,78.36
12523.0	13,856,1655.5699999999997,127.35153846153844
12524.0	8,3669,3945.7200000000016,493.2150000000002
12526.0	3,624,1172.6599999999996,390.88666666666654
12527.0	3,233,330.71,110.23666666666666
12528.0	8,734,1634.2800000000004,204.28500000000005
12530.0	5,879,1456.5899999999997,291.3179999999999
12531.0	1,45,125.22000000000001,125.22000000000001
12532.0	1,151,313.83,313.83
12534.0	1,645,981.1799999999997,981.1799999999997
12535.0	2,219,716.3499999999999,358.17499999999995
12536.0	2,2672,4151.259999999999,2075.6299999999997
12538.0	1,191,363.95000000000005,363.95000000000005
12539.0	4,2067,5568.349999999998,1392.0874999999994
12540.0	19,6527,11453.34000000001,602.8073684210531
12541.0	3,675,841.18,280.3933333333333
12544.0	2,130,299.7,149.85
12545.0	2,517,832.39,416.195
12546.0	3,612,1001.5000000000002,333.8333333333334
12547.0	2,132,151.79999999999998,75.89999999999999
12548.0	1,48,67.19999999999999,67.19999999999999
12550.0	1,564,824.8299999999996,824.8299999999996
12551.0	1,100,168.0,168.0
12552.0	1,81,298.02,298.02
12553.0	14,1829,3199.1299999999987,228.50928571428562
12556.0	2,331,590.2000000000002,295.1000000000001
12557.0	5,4384,11990.96,2398.192
12558.0	2,0,-2.1316282072803006E-14,-1.0658141036401503E-14
12559.0	3,279,500.21,166.73666666666665
12560.0	3,1066,1885.39,628.4633333333334
12561.0	1,177,238.85,238.85
12562.0	7,1757,3385.7400000000025,483.6771428571432
12564.0	1,130,402.90000000000003,402.90000000000003
12565.0	2,75,131.17,65.585
12566.0	2,261,292.7,146.35
12567.0	11,4039,8313.040000000003,755.7309090909093
12569.0	33,1733,3089.389999999999,93.61787878787875
12571.0	2,523,519.6099999999999,259.80499999999995
12572.0	3,444,896.7199999999997,298.9066666666666
12573.0	1,72,155.5,155.5
12574.0	1,59,182.45,182.45
12576.0	6,960,1287.1800000000003,214.53000000000006
12577.0	4,460,558.9499999999998,139.73749999999995
12578.0	4,1157,2361.3599999999997,590.3399999999999
12579.0	2,276,374.71999999999997,187.35999999999999
12580.0	1,236,379.7,379.7
12581.0	1,160,179.70999999999998,179.70999999999998
12582.0	2,296,351.36000000000007,175.68000000000004
12583.0	17,4978,6629.34,389.96117647058827
12584.0	18,339,1750.5500000000006,97.25277777777781
12585.0	4,1246,1766.8100000000002,441.70250000000004
12586.0	2,77,179.94,89.97
12587.0	1,50,104.0,104.0
12588.0	1,52,174.9,174.9
12589.0	2,294,564.68,282.34
12590.0	2,4278,9338.380000000001,4669.1900000000005
12591.0	1,225,368.8499999999999,368.8499999999999
12592.0	2,288,401.59999999999997,200.79999999999998
12593.0	3,204,382.1,127.36666666666667
12594.0	9,1772,3208.2199999999993,356.46888888888884
12596.0	2,468,450.2699999999999,225.13499999999996
12597.0	5,2165,3067.13,613.426
12598.0	8,1928,2786.679999999999,348.33499999999987
12599.0	7,948,888.5800000000003,126.94000000000004
12600.0	10,758,2311.04,231.10399999999998
12601.0	6,239,479.5599999999999,79.92666666666665
12602.0	1,162,153.12,153.12
12603.0	1,56,613.1999999999999,613.1999999999999
12604.0	2,200,236.17999999999995,118.08999999999997
12605.0	1,-4,-7.5,-7.5
12607.0	2,0,1.2079226507921703E-13,6.039613253960852E-14
12609.0	3,627,941.4500000000002,313.8166666666667
12610.0	6,1018,1705.9900000000002,284.3316666666667
12611.0	1,846,1193.32,1193.32
12612.0	2,249,607.5899999999999,303.79499999999996
12613.0	5,1570,2961.9400000000005,592.3880000000001
12614.0	1,76,315.6,315.6
12615.0	4,1365,2093.1900000000005,523.2975000000001
12616.0	5,269,585.2499999999999,117.04999999999998
12617.0	1,210,352.9800000000001,352.9800000000001
12618.0	1,95,137.31000000000003,137.31000000000003
12619.0	11,3325,2903.7700000000013,263.97909090909104
12620.0	3,1163,1260.2100000000003,420.0700000000001
12621.0	23,7333,12334.069999999992,536.2639130434779
12622.0	1,68,162.1,162.1
12623.0	1,189,269.1,269.1
12624.0	2,351,569.13,284.565
12625.0	3,1551,2357.2799999999993,785.7599999999998
12626.0	13,3313,5722.350000000002,440.1807692307694
12627.0	6,2730,4082.530000000003,680.4216666666672
12628.0	4,442,715.6099999999999,178.90249999999997
12630.0	2,532,993.3800000000001,496.69000000000005
12631.0	1,232,480.50000000000006,480.50000000000006
12633.0	5,1112,1897.2699999999995,379.4539999999999
12635.0	2,1162,1509.18,754.59
12637.0	9,2959,5770.359999999995,641.1511111111106
12638.0	1,549,502.33000000000004,502.33000000000004
12639.0	1,198,366.09999999999997,366.09999999999997
12640.0	3,301,994.58,331.5266666666667
12641.0	1,71,145.9,145.9
12642.0	3,546,905.2600000000001,301.7533333333334
12643.0	6,1788,3041.6400000000003,506.94000000000005
12644.0	1,325,477.9099999999999,477.9099999999999
12645.0	5,1064,1611.3800000000008,322.2760000000002
12646.0	2,897,1346.97,673.485
12647.0	13,1387,3093.92,237.99384615384616
12648.0	1,159,300.04999999999995,300.04999999999995
12649.0	4,571,549.71,137.4275
12650.0	1,250,242.43999999999994,242.43999999999994
12651.0	1,78,114.0,114.0
12652.0	2,489,770.83,385.415
12653.0	2,895,2189.45,1094.725
12654.0	5,260,529.98,105.99600000000001
12656.0	8,1684,3550.7200000000016,443.8400000000002
12657.0	5,646,1008.0599999999997,201.61199999999994
12658.0	1,317,632.05,632.05
12659.0	1,104,73.68,73.68
12660.0	1,126,227.1,227.1
12662.0	12,2023,3511.0799999999986,292.58999999999986
12664.0	9,1188,4391.879999999999,487.98666666666657
12665.0	2,35,43.75,21.875
12666.0	1,-56,-227.44,-227.44
12667.0	1,391,460.12999999999994,460.12999999999994
12668.0	6,1540,3104.780000000002,517.4633333333337
12669.0	2,1104,1427.7299999999998,713.8649999999999
12670.0	6,1377,2734.150000000001,455.69166666666683
12672.0	1,78,225.9,225.9
12673.0	2,325,554.12,277.06
12674.0	7,1096,1796.2600000000004,256.6085714285715
12676.0	6,664,1091.3899999999999,181.8983333333333
12678.0	10,10876,16291.26000000001,1629.1260000000009
12679.0	9,521,896.67,99.63
12680.0	4,439,790.81,197.7025
12681.0	26,7418,12299.51,473.05807692307695
12682.0	31,5485,11019.819999999994,355.4780645161288
12683.0	19,4838,7352.0499999999965,386.9499999999998
12684.0	6,1973,2073.6299999999997,345.60499999999996
12685.0	6,1507,2575.0800000000004,429.18000000000006
12686.0	1,106,71.14,71.14
12688.0	1,3012,4853.810000000004,4853.810000000004
12689.0	2,622,1139.61,569.805
12690.0	1,103,335.00999999999993,335.00999999999993
12691.0	5,388,927.8,185.56
12693.0	6,242,686.9599999999999,114.49333333333333
12694.0	2,503,761.6699999999998,380.8349999999999
12695.0	4,220,582.1,145.525
12697.0	5,494,739.02,147.804
12700.0	4,2944,4525.9900000000025,1131.4975000000006
12701.0	2,674,725.7099999999999,362.85499999999996
12702.0	1,52,201.0,201.0
12703.0	2,160,256.70000000000005,128.35000000000002
12704.0	8,991,1740.84,217.605
12705.0	13,3934,6323.200000000002,486.40000000000015
12707.0	1,256,603.4200000000001,603.4200000000001
12708.0	16,1251,2326.5200000000004,145.40750000000003
12709.0	26,3768,8857.749999999996,340.68269230769215
12710.0	4,830,999.53,249.8825
12712.0	17,1019,3791.6299999999987,223.03705882352935
12713.0	1,493,789.5099999999999,789.5099999999999
12714.0	5,3022,4287.540000000003,857.5080000000005
12715.0	1,190,263.36,263.36
12716.0	2,703,963.4900000000001,481.74500000000006
12717.0	2,502,830.9799999999999,415.48999999999995
12718.0	1,189,197.21,197.21
12719.0	3,357,536.0999999999999,178.69999999999996
12720.0	28,4606,5060.239999999998,180.72285714285707
12721.0	7,1927,2353.9400000000005,336.2771428571429
12722.0	6,559,886.33,147.72166666666666
12723.0	5,433,707.0700000000002,141.41400000000004
12724.0	4,439,923.4100000000001,230.85250000000002
12725.0	1,162,371.79999999999995,371.79999999999995
12726.0	7,3132,2411.0999999999995,344.44285714285706
12727.0	8,2044,3420.6599999999985,427.5824999999998
12728.0	4,413,728.3300000000002,182.08250000000004
12729.0	1,231,417.00999999999993,417.00999999999993
12731.0	14,8347,18655.370000000003,1332.5264285714288
12732.0	1,110,218.26,218.26
12733.0	1,137,383.95000000000005,383.95000000000005
12734.0	1,68,102.0,102.0
12735.0	2,363,689.5699999999998,344.7849999999999
12736.0	1,168,144.0,144.0
12738.0	1,147,137.35000000000002,137.35000000000002
12739.0	1,485,975.5399999999997,975.5399999999997
12740.0	1,342,427.59999999999997,427.59999999999997
12743.0	2,313,536.9900000000001,268.49500000000006
12744.0	4,5228,9054.689999999997,2263.672499999999
12747.0	11,1275,4196.01,381.4554545454546
12748.0	217,22956,29482.260000000486,135.862949308758
12749.0	8,1415,3772.9000000000015,471.6125000000002
12750.0	1,137,275.88,275.88
12752.0	1,2262,4366.779999999999,4366.779999999999
12753.0	11,10938,20304.489999999972,1845.8627272727247
12754.0	3,6481,3010.7400000000002,1003.58
12755.0	3,867,2220.7499999999995,740.2499999999999
12756.0	1,144,112.08,112.08
12757.0	10,2375,4161.750000000001,416.17500000000007
12758.0	2,2111,2781.510000000001,1390.7550000000006
12759.0	3,894,1411.440000000001,470.4800000000003
12762.0	2,1208,1677.3200000000006,838.6600000000003
12763.0	2,304,489.04,244.52
12764.0	1,386,1693.88,1693.88
12766.0	7,3623,6437.830000000001,919.6900000000002
12769.0	1,356,1143.6000000000004,1143.6000000000004
12770.0	1,743,1351.4499999999998,1351.4499999999998
12772.0	1,547,732.6700000000002,732.6700000000002
12775.0	6,846,1246.2399999999998,207.70666666666662
12778.0	6,817,693.2300000000001,115.53833333333336
12779.0	12,1996,3868.7000000000025,322.3916666666669
12781.0	4,592,671.7200000000001,167.93000000000004
12782.0	6,1052,1861.5200000000007,310.25333333333344
12783.0	4,611,1295.8700000000008,323.9675000000002
12784.0	1,278,476.8199999999999,476.8199999999999
12785.0	2,126,249.70999999999998,124.85499999999999
12787.0	3,258,418.66000000000014,139.55333333333337
12789.0	1,3,76.85000000000001,76.85000000000001
12790.0	1,164,294.91999999999996,294.91999999999996
12791.0	1,96,177.60000000000002,177.60000000000002
12792.0	1,215,344.54,344.54
12793.0	2,292,461.48,230.74
12794.0	2,592,860.4099999999999,430.2049999999999
12795.0	1,64,318.47999999999996,318.47999999999996
12797.0	3,78,166.18,55.39333333333334
12798.0	3,5256,6977.040000000001,2325.6800000000003
12802.0	2,288,377.53999999999996,188.76999999999998
12808.0	3,187,455.65000000000003,151.88333333333335
12809.0	2,216,400.36,200.18
12811.0	2,227,458.8499999999999,229.42499999999995
12812.0	1,164,229.64,229.64
12814.0	1,48,85.92,85.92
12815.0	2,374,863.4599999999999,431.72999999999996
12816.0	2,125,452.2,226.1
12817.0	1,52,126.03999999999999,126.03999999999999
12818.0	2,914,1157.88,578.94
12820.0	4,722,942.3400000000003,235.58500000000006
12821.0	1,70,92.72,92.72
12822.0	3,548,918.9800000000001,306.3266666666667
12823.0	5,230,1759.5,351.9
12824.0	1,220,392.0799999999999,392.0799999999999
12826.0	8,1054,1468.1199999999997,183.51499999999996
12827.0	3,197,430.1500000000001,143.38333333333335
12828.0	6,470,988.7100000000002,164.78500000000003
12829.0	3,375,253.04999999999998,84.35
12830.0	6,9848,6814.640000000004,1135.773333333334
12831.0	1,135,215.04999999999998,215.04999999999998
12832.0	2,195,383.0299999999999,191.51499999999996
12833.0	1,156,417.38,417.38
12834.0	1,110,312.38,312.38
12836.0	4,1026,2595.2400000000002,648.8100000000001
12837.0	1,24,134.10000000000002,134.10000000000002
12838.0	2,353,670.65,335.325
12839.0	15,3781,5578.0400000000045,371.86933333333366
12840.0	6,1505,2714.2700000000004,452.3783333333334
12841.0	26,2644,3832.1300000000015,147.38961538461544
12842.0	2,541,1053.29,526.645
12843.0	9,749,1678.1600000000003,186.46222222222227
12844.0	2,125,325.96,162.98
12845.0	4,203,349.14000000000004,87.28500000000001
12847.0	1,825,824.9200000000001,824.9200000000001
12849.0	2,555,953.05,476.525
12851.0	1,106,131.81,131.81
12852.0	2,145,299.75,149.875
12853.0	9,782,1881.7,209.07777777777778
12854.0	5,596,1264.6500000000003,252.93000000000006
12855.0	1,30,38.1,38.1
12856.0	8,1049,2143.45,267.93125
12857.0	2,343,1106.4000000000003,553.2000000000002
12863.0	2,186,504.20000000000005,252.10000000000002
12864.0	1,216,147.12,147.12
12865.0	3,877,1548.0700000000004,516.0233333333334
12866.0	1,167,499.11999999999995,499.11999999999995
12867.0	10,4200,3937.369999999998,393.7369999999998
12868.0	6,916,1602.0200000000002,267.0033333333334
12870.0	1,-2,-14.899999999999999,-14.899999999999999
12871.0	2,200,380.63999999999993,190.31999999999996
12872.0	2,316,595.02,297.51
12873.0	1,128,374.0,374.0
12875.0	2,2019,343.2300000000001,171.61500000000004
12876.0	2,1930,2053.0199999999986,1026.5099999999993
12877.0	12,1170,1532.8700000000017,127.7391666666668
12878.0	3,536,841.64,280.5466666666667
12879.0	4,363,552.5699999999999,138.14249999999998
12881.0	1,21,298.0,298.0
12882.0	2,246,1463.04,731.52
12883.0	4,196,703.4700000000003,175.86750000000006
12884.0	1,43,309.05,309.05
12885.0	4,654,1158.2699999999995,289.5674999999999
12886.0	3,761,1351.09,450.3633333333333
12888.0	4,68,313.77000000000004,78.44250000000001
12890.0	1,256,376.7199999999999,376.7199999999999
12891.0	3,950,331.0,110.33333333333333
12893.0	1,90,176.54999999999998,176.54999999999998
12895.0	3,204,347.3,115.76666666666667
12897.0	2,110,216.5,108.25
12901.0	34,21299,16316.140000000003,479.8864705882354
12902.0	1,66,138.67999999999998,138.67999999999998
12904.0	2,294,496.0599999999998,248.0299999999999
12906.0	5,1749,2919.8099999999995,583.9619999999999
12908.0	3,600,360.0,120.0
12909.0	8,1263,2094.1800000000003,261.77250000000004
12910.0	8,1692,3075.040000000001,384.3800000000001
12912.0	5,670,1662.3,332.46
12913.0	5,1411,2413.13,482.62600000000003
12915.0	2,93,363.65,181.825
12916.0	5,1075,2921.1499999999987,584.2299999999998
12917.0	1,120,594.0,594.0
12919.0	8,668,1301.44,162.68
12920.0	1,128,162.78,162.78
12921.0	50,9454,16389.740000000013,327.79480000000024
12922.0	1,370,405.38,405.38
12923.0	1,67,171.57000000000002,171.57000000000002
12924.0	5,479,922.0000000000002,184.40000000000003
12925.0	2,540,679.0500000000001,339.52500000000003
12928.0	5,1472,2062.7,412.53999999999996
12929.0	2,36,105.1,52.55
12930.0	4,250,409.9,102.475
12931.0	19,23577,33544.81,1765.5163157894735
12933.0	4,498,606.2799999999999,151.56999999999996
12935.0	8,1852,2156.450000000001,269.55625000000015
12936.0	5,539,1012.9000000000002,202.58000000000004
12937.0	4,1007,1504.2699999999993,376.0674999999998
12938.0	1,140,114.14,114.14
12939.0	8,4876,11581.799999999997,1447.7249999999997
12940.0	4,399,862.4399999999998,215.60999999999996
12942.0	3,198,675.6,225.20000000000002
12943.0	1,-1,-3.75,-3.75
12944.0	2,289,604.5100000000001,302.25500000000005
12945.0	1,165,462.95,462.95
12947.0	11,1132,1396.79,126.9809090909091
12948.0	8,1077,2053.7000000000007,256.7125000000001
12949.0	10,2315,4117.339999999999,411.7339999999999
12950.0	3,1380,1843.0,614.3333333333334
12951.0	8,488,1037.03,129.62875
12952.0	5,652,1382.84,276.568
12953.0	1,84,329.85,329.85
12955.0	14,3642,4734.260000000001,338.16142857142864
12956.0	1,34,108.07000000000004,108.07000000000004
12957.0	12,2459,3932.240000000003,327.6866666666669
12962.0	2,129,266.39000000000004,133.19500000000002
12963.0	8,881,1856.6299999999992,232.0787499999999
12965.0	1,282,769.8099999999998,769.8099999999998
12966.0	1,75,160.18,160.18
12967.0	4,243,1194.7500000000002,298.68750000000006
12968.0	1,73,135.95,135.95
12970.0	4,256,400.7899999999999,100.19749999999998
12971.0	88,9204,10933.759999999997,124.24727272727269
12974.0	1,24,144.8,144.8
12976.0	1,561,738.6,738.6
12977.0	1,9,37.290000000000006,37.290000000000006
12980.0	12,864,7092.06,591.005
12981.0	2,242,372.2199999999999,186.10999999999996
12982.0	2,243,327.31,163.655
12984.0	1,26,97.5,97.5
12985.0	3,1401,1168.22,389.4066666666667
12987.0	3,217,545.0,181.66666666666666
12988.0	1,126,505.82000000000005,505.82000000000005
12989.0	19,2915,6854.5099999999975,360.7636842105262
12990.0	3,200,409.5000000000001,136.50000000000003
12991.0	2,405,503.75999999999993,251.87999999999997
12993.0	4,240,414.76,103.69
12994.0	5,440,902.22,180.44400000000002
12995.0	2,98,200.72,100.36
12997.0	7,648,1197.9399999999998,171.13428571428568
12999.0	3,342,455.88,151.96
13000.0	3,379,534.85,178.28333333333333
13001.0	15,5348,9663.970000000005,644.264666666667
13002.0	1,61,101.14999999999999,101.14999999999999
13003.0	3,103,149.05,49.68333333333334
13004.0	22,4742,5582.590000000002,253.754090909091
13005.0	3,167,468.95000000000005,156.3166666666667
13006.0	1,55,81.57,81.57
13008.0	2,91,138.86999999999998,69.43499999999999
13011.0	1,13,50.550000000000004,50.550000000000004
13012.0	10,662,1289.1200000000006,128.91200000000006
13013.0	15,2209,4747.390000000001,316.49266666666676
13014.0	16,884,3365.4300000000003,210.33937500000002
13015.0	5,1609,3339.640000000001,667.9280000000001
13016.0	3,527,789.8900000000003,263.2966666666668
13017.0	1,48,204.0,204.0
13018.0	29,5398,7258.109999999995,250.2796551724136
13021.0	12,1330,2561.9,213.49166666666667
13023.0	2,280,599.9000000000002,299.9500000000001
13026.0	7,1563,913.7699999999999,130.5385714285714
13027.0	6,17280,6912.0,1152.0
13028.0	3,784,636.2800000000001,212.09333333333336
13029.0	3,134,1247.5,415.8333333333333
13030.0	2,348,752.4399999999999,376.21999999999997
13032.0	3,367,996.5200000000001,332.17333333333335
13033.0	1,83,190.54999999999998,190.54999999999998
13034.0	2,369,642.7699999999998,321.3849999999999
13035.0	3,627,886.63,295.54333333333335
13037.0	3,335,818.6699999999997,272.88999999999993
13038.0	3,360,908.46,302.82
13040.0	2,355,676.99,338.495
13043.0	2,251,471.57000000000005,235.78500000000003
13044.0	1,345,508.6300000000001,508.6300000000001
13045.0	1,221,305.28000000000003,305.28000000000003
13046.0	2,248,609.31,304.655
13047.0	16,1211,2995.5000000000005,187.21875000000003
13048.0	5,1220,1789.4099999999994,357.8819999999999
13049.0	2,268,656.68,328.34
13050.0	28,3706,5680.859999999999,202.8878571428571
13052.0	1,222,348.15,348.15
13055.0	4,891,1201.9600000000003,300.49000000000007
13058.0	3,52,271.4,90.46666666666665
13059.0	1,35,183.4,183.4
13060.0	1,123,307.53,307.53
13061.0	1,107,248.61,248.61
13062.0	1,340,318.48,318.48
13064.0	4,505,1090.7399999999998,272.68499999999995
13065.0	1,74,205.86,205.86
13066.0	3,320,430.8999999999999,143.6333333333333
13067.0	1,32,115.46000000000002,115.46000000000002
13068.0	2,200,344.0,172.0
13069.0	27,5414,3687.1399999999976,136.56074074074064
13070.0	1,110,228.80000000000007,228.80000000000007
13072.0	1,69,177.14999999999998,177.14999999999998
13075.0	1,485,919.61,919.61
13077.0	4,861,724.2699999999998,181.06749999999994
13078.0	42,5533,12427.720000000003,295.8980952380953
13079.0	5,62,220.10000000000002,44.02
13080.0	1,96,48.72,48.72
13081.0	20,18834,27931.76000000004,1396.588000000002
13082.0	10,4313,3595.4800000000005,359.54800000000006
13083.0	2,187,303.75,151.875
13085.0	3,108,272.38,90.79333333333334
13089.0	118,30448,56957.5600000001,482.6911864406788
13090.0	17,2193,8674.389999999998,510.2582352941175
13091.0	2,426,304.22,152.11
13092.0	6,271,459.8299999999999,76.63833333333332
13093.0	13,3895,7721.3099999999995,593.946923076923
13094.0	16,1542,1708.8600000000001,106.80375000000001
13095.0	1,144,74.39999999999999,74.39999999999999
13097.0	14,2204,5795.139999999989,413.9385714285707
13098.0	41,15803,28576.799999999996,696.9951219512194
13099.0	1,288,207.35999999999999,207.35999999999999
13101.0	1,113,101.19000000000001,101.19000000000001
13102.0	27,4160,6336.290000000005,234.6774074074076
13103.0	1,82,243.94,243.94
13104.0	6,504,1098.48,183.08
13106.0	2,14,59.5,29.75
13107.0	5,1264,1513.9899999999998,302.79799999999994
13108.0	1,298,350.06000000000006,350.06000000000006
13109.0	5,490,757.4800000000002,151.49600000000004
13110.0	8,380,1446.270000000002,180.78375000000025
13113.0	39,2596,10523.650000000001,269.8371794871795
13115.0	14,1534,2205.6300000000006,157.54500000000004
13116.0	2,278,480.15000000000003,240.07500000000002
13117.0	8,945,984.9099999999995,123.11374999999994
13118.0	7,389,1125.0000000000002,160.71428571428575
13120.0	1,12,30.599999999999998,30.599999999999998
13121.0	2,227,254.73000000000002,127.36500000000001
13122.0	2,585,922.3900000000001,461.19500000000005
13124.0	3,2092,3727.079999999998,1242.3599999999994
13126.0	10,2076,1955.7900000000004,195.57900000000004
13127.0	1,127,259.17,259.17
13130.0	1,32,64.0,64.0
13131.0	4,443,1039.3000000000002,259.82500000000005
13132.0	1,20,77.3,77.3
13133.0	2,32,109.80000000000001,54.900000000000006
13134.0	7,1044,1740.63,248.6614285714286
13135.0	1,4300,3096.0,3096.0
13136.0	11,1312,2545.3799999999997,231.3981818181818
13137.0	8,2203,3602.6399999999944,450.3299999999993
13138.0	6,473,962.39,160.39833333333334
