CustomerID,TotalTransactions,TotalProductsPurchased,TotalSpend,AvgTransactionValue,Cluster,Cluster_Label
12417.0,12.0,1514.0,3155.800000000002,262.9833333333335,3,Khách VIP
12418.0,1.0,407.0,668.5799999999999,668.5799999999999,2,Khách mua ít nhưng giá trị cao
12420.0,1.0,345.0,600.39,600.39,2,Khách mua ít nhưng giá trị cao
12421.0,4.0,478.0,639.0399999999998,159.75999999999996,0,Khách thông thường
12422.0,3.0,367.0,683.5600000000001,227.85333333333335,0,Khách thông thường
12423.0,9.0,1312.0,1624.1099999999997,180.45666666666662,0,Khách thông thường
12424.0,2.0,740.0,1760.9599999999996,880.4799999999998,2,Khách mua ít nhưng giá trị cao
12425.0,1.0,496.0,777.1999999999998,777.1999999999998,2,Khách mua ít nhưng giá trị cao
12426.0,1.0,254.0,510.72999999999996,510.72999999999996,2,Khách mua ít nhưng giá trị cao
12427.0,5.0,229.0,582.3700000000002,116.47400000000005,0,Khách thông thường
12428.0,10.0,3432.0,6303.45,630.345,3,Khách VIP
12429.0,4.0,1490.0,3294.8000000000006,823.7000000000002,3,Khách VIP
12430.0,1.0,116.0,216.4,216.4,1,Khách không hoạt động
12431.0,18.0,2827.0,6238.85,346.6027777777778,3,Khách VIP
12432.0,4.0,1800.0,4359.32,1089.83,3,Khách VIP
12433.0,7.0,10999.0,13161.789999999992,1880.255714285713,3,Khách VIP
12434.0,4.0,373.0,765.1899999999999,191.29749999999999,0,Khách thông thường
12435.0,2.0,2055.0,7829.889999999999,3914.9449999999997,3,Khách VIP
12436.0,1.0,209.0,429.01,429.01,2,Khách mua ít nhưng giá trị cao
12437.0,19.0,2889.0,4392.6600000000035,231.19263157894756,3,Khách VIP
12438.0,2.0,1169.0,2466.8500000000004,1233.4250000000002,3,Khách VIP
12441.0,1.0,120.0,155.55,155.55,1,Khách không hoạt động
12442.0,1.0,181.0,144.06,144.06,1,Khách không hoạt động
12444.0,5.0,1126.0,4065.6600000000008,813.1320000000002,3,Khách VIP
12445.0,1.0,60.0,77.4,77.4,1,Khách không hoạt động
12446.0,1.0,351.0,1002.3099999999997,1002.3099999999997,2,Khách mua ít nhưng giá trị cao
12447.0,1.0,187.0,431.48999999999995,431.48999999999995,2,Khách mua ít nhưng giá trị cao
12448.0,1.0,240.0,365.45,365.45,2,Khách mua ít nhưng giá trị cao
12449.0,4.0,1511.0,3536.89,884.2225,3,Khách VIP
12450.0,2.0,128.0,197.88,98.94,1,Khách không hoạt động
12451.0,6.0,6410.0,8875.039999999997,1479.173333333333,3,Khách VIP
12452.0,1.0,181.0,348.5700000000001,348.5700000000001,2,Khách mua ít nhưng giá trị cao
12453.0,1.0,473.0,707.0899999999999,707.0899999999999,2,Khách mua ít nhưng giá trị cao
12454.0,2.0,0.0,2.8421709430404007e-13,1.4210854715202004e-13,1,Khách không hoạt động
12455.0,5.0,2084.0,2339.860000000001,467.9720000000002,3,Khách VIP
12456.0,4.0,1601.0,2553.89,638.4725,3,Khách VIP
12457.0,11.0,674.0,1592.7399999999993,144.79454545454539,0,Khách thông thường
12458.0,2.0,502.0,787.4,393.7,2,Khách mua ít nhưng giá trị cao
12461.0,1.0,282.0,626.8800000000001,626.8800000000001,2,Khách mua ít nhưng giá trị cao
12462.0,4.0,505.0,872.0100000000001,218.00250000000003,0,Khách thông thường
12463.0,6.0,751.0,1165.6300000000006,194.27166666666676,0,Khách thông thường
12464.0,8.0,95.0,957.0499999999997,119.63124999999997,0,Khách thông thường
12465.0,3.0,459.0,668.8500000000001,222.95000000000005,0,Khách thông thường
12468.0,3.0,360.0,652.0400000000003,217.34666666666678,0,Khách thông thường
12471.0,45.0,7846.0,16323.519999999971,362.7448888888882,3,Khách VIP
12472.0,13.0,3973.0,5709.330000000003,439.17923076923097,3,Khách VIP
12473.0,4.0,2311.0,2540.71,635.1775,3,Khách VIP
12474.0,30.0,4703.0,6432.490000000005,214.4163333333335,3,Khách VIP
12475.0,1.0,532.0,669.38,669.38,2,Khách mua ít nhưng giá trị cao
12476.0,20.0,2250.0,5613.4600000000055,280.6730000000003,3,Khách VIP
12477.0,9.0,3528.0,12712.010000000007,1412.4455555555564,3,Khách VIP
12478.0,1.0,233.0,545.9899999999999,545.9899999999999,2,Khách mua ít nhưng giá trị cao
12479.0,3.0,344.0,403.50000000000006,134.50000000000003,0,Khách thông thường
12480.0,4.0,1685.0,2885.63,721.4075,3,Khách VIP
12481.0,11.0,3248.0,4998.360000000002,454.39636363636384,3,Khách VIP
12483.0,11.0,1084.0,1873.1300000000015,170.2845454545456,0,Khách thông thường
12484.0,6.0,2070.0,3843.6100000000006,640.6016666666668,3,Khách VIP
12488.0,3.0,526.0,1244.6600000000003,414.88666666666677,0,Khách thông thường
12489.0,1.0,103.0,298.93,298.93,2,Khách mua ít nhưng giá trị cao
12490.0,10.0,3033.0,4859.930000000001,485.9930000000001,3,Khách VIP
12491.0,1.0,258.0,424.40000000000003,424.40000000000003,2,Khách mua ít nhưng giá trị cao
12492.0,2.0,190.0,227.21,113.605,1,Khách không hoạt động
12493.0,3.0,203.0,362.78999999999996,120.92999999999999,0,Khách thông thường
12494.0,13.0,676.0,982.7500000000001,75.59615384615385,0,Khách thông thường
12497.0,1.0,1231.0,953.1,953.1,2,Khách mua ít nhưng giá trị cao
12498.0,3.0,156.0,349.7,116.56666666666666,1,Khách không hoạt động
12500.0,12.0,2660.0,4023.2700000000004,335.27250000000004,3,Khách VIP
12501.0,2.0,1688.0,1930.2299999999987,965.1149999999993,3,Khách VIP
12502.0,5.0,781.0,2963.32,592.664,3,Khách VIP
12504.0,4.0,48.0,59.999999999999986,14.999999999999996,1,Khách không hoạt động
12506.0,1.0,23.0,73.50000000000003,73.50000000000003,1,Khách không hoạt động
12507.0,4.0,874.0,1006.0600000000001,251.51500000000001,0,Khách thông thường
12508.0,2.0,271.0,397.87999999999994,198.93999999999997,2,Khách mua ít nhưng giá trị cao
12509.0,1.0,54.0,158.5,158.5,1,Khách không hoạt động
12510.0,2.0,347.0,814.5700000000002,407.2850000000001,2,Khách mua ít nhưng giá trị cao
12512.0,2.0,96.0,132.18000000000004,66.09000000000002,1,Khách không hoạt động
12513.0,2.0,453.0,532.79,266.395,2,Khách mua ít nhưng giá trị cao
12514.0,1.0,440.0,1017.68,1017.68,2,Khách mua ít nhưng giá trị cao
12515.0,1.0,128.0,278.70000000000005,278.70000000000005,2,Khách mua ít nhưng giá trị cao
12516.0,2.0,868.0,1186.0599999999997,593.0299999999999,2,Khách mua ít nhưng giá trị cao
12517.0,5.0,1327.0,2256.900000000001,451.3800000000002,3,Khách VIP
12518.0,5.0,1294.0,1835.8499999999995,367.1699999999999,0,Khách thông thường
12519.0,1.0,172.0,276.84,276.84,2,Khách mua ít nhưng giá trị cao
12520.0,6.0,1290.0,2210.989999999999,368.49833333333316,3,Khách VIP
12521.0,1.0,306.0,545.6800000000001,545.6800000000001,2,Khách mua ít nhưng giá trị cao
12522.0,2.0,192.0,156.72,78.36,1,Khách không hoạt động
12523.0,13.0,856.0,1655.5699999999997,127.35153846153844,0,Khách thông thường
12524.0,8.0,3669.0,3945.7200000000016,493.2150000000002,3,Khách VIP
12526.0,3.0,624.0,1172.6599999999996,390.88666666666654,0,Khách thông thường
12527.0,3.0,233.0,330.71,110.23666666666666,0,Khách thông thường
12528.0,8.0,734.0,1634.2800000000004,204.28500000000005,0,Khách thông thường
12530.0,5.0,879.0,1456.5899999999997,291.3179999999999,0,Khách thông thường
12531.0,1.0,45.0,125.22000000000001,125.22000000000001,1,Khách không hoạt động
12532.0,1.0,151.0,313.83,313.83,2,Khách mua ít nhưng giá trị cao
12534.0,1.0,645.0,981.1799999999997,981.1799999999997,2,Khách mua ít nhưng giá trị cao
12535.0,2.0,219.0,716.3499999999999,358.17499999999995,2,Khách mua ít nhưng giá trị cao
12536.0,2.0,2672.0,4151.259999999999,2075.6299999999997,3,Khách VIP
12538.0,1.0,191.0,363.95000000000005,363.95000000000005,2,Khách mua ít nhưng giá trị cao
12539.0,4.0,2067.0,5568.349999999998,1392.0874999999994,3,Khách VIP
12540.0,19.0,6527.0,11453.34000000001,602.8073684210531,3,Khách VIP
12541.0,3.0,675.0,841.18,280.3933333333333,0,Khách thông thường
12544.0,2.0,130.0,299.7,149.85,1,Khách không hoạt động
12545.0,2.0,517.0,832.39,416.195,2,Khách mua ít nhưng giá trị cao
12546.0,3.0,612.0,1001.5000000000002,333.8333333333334,0,Khách thông thường
12547.0,2.0,132.0,151.79999999999998,75.89999999999999,1,Khách không hoạt động
12548.0,1.0,48.0,67.19999999999999,67.19999999999999,1,Khách không hoạt động
12550.0,1.0,564.0,824.8299999999996,824.8299999999996,2,Khách mua ít nhưng giá trị cao
12551.0,1.0,100.0,168.0,168.0,1,Khách không hoạt động
12552.0,1.0,81.0,298.02,298.02,2,Khách mua ít nhưng giá trị cao
12553.0,14.0,1829.0,3199.1299999999987,228.50928571428562,3,Khách VIP
12556.0,2.0,331.0,590.2000000000002,295.1000000000001,2,Khách mua ít nhưng giá trị cao
12557.0,5.0,4384.0,11990.96,2398.192,3,Khách VIP
12558.0,2.0,0.0,0.0,0.0,1,Khách không hoạt động
12559.0,3.0,279.0,500.21,166.73666666666665,0,Khách thông thường
12560.0,3.0,1066.0,1885.39,628.4633333333334,3,Khách VIP
12561.0,1.0,177.0,238.85,238.85,2,Khách mua ít nhưng giá trị cao
12562.0,7.0,1757.0,3385.7400000000025,483.6771428571432,3,Khách VIP
12564.0,1.0,130.0,402.90000000000003,402.90000000000003,2,Khách mua ít nhưng giá trị cao
12565.0,2.0,75.0,131.17,65.585,1,Khách không hoạt động
12566.0,2.0,261.0,292.7,146.35,1,Khách không hoạt động
12567.0,11.0,4039.0,8313.040000000003,755.7309090909093,3,Khách VIP
12569.0,33.0,1733.0,3089.389999999999,93.61787878787875,0,Khách thông thường
12571.0,2.0,523.0,519.6099999999999,259.80499999999995,2,Khách mua ít nhưng giá trị cao
12572.0,3.0,444.0,896.7199999999997,298.9066666666666,0,Khách thông thường
12573.0,1.0,72.0,155.5,155.5,1,Khách không hoạt động
12574.0,1.0,59.0,182.45,182.45,1,Khách không hoạt động
12576.0,6.0,960.0,1287.1800000000003,214.53000000000006,0,Khách thông thường
12577.0,4.0,460.0,558.9499999999998,139.73749999999995,0,Khách thông thường
12578.0,4.0,1157.0,2361.3599999999997,590.3399999999999,3,Khách VIP
12579.0,2.0,276.0,374.71999999999997,187.35999999999999,2,Khách mua ít nhưng giá trị cao
12580.0,1.0,236.0,379.7,379.7,2,Khách mua ít nhưng giá trị cao
12581.0,1.0,160.0,179.70999999999998,179.70999999999998,1,Khách không hoạt động
12582.0,2.0,296.0,351.36000000000007,175.68000000000004,2,Khách mua ít nhưng giá trị cao
12583.0,17.0,4978.0,6629.34,389.96117647058827,3,Khách VIP
12584.0,18.0,339.0,1750.5500000000006,97.25277777777781,0,Khách thông thường
12585.0,4.0,1246.0,1766.8100000000002,441.70250000000004,0,Khách thông thường
12586.0,2.0,77.0,179.94,89.97,1,Khách không hoạt động
12587.0,1.0,50.0,104.0,104.0,1,Khách không hoạt động
12588.0,1.0,52.0,174.9,174.9,1,Khách không hoạt động
12589.0,2.0,294.0,564.68,282.34,2,Khách mua ít nhưng giá trị cao
12590.0,2.0,4278.0,9338.380000000001,4669.1900000000005,3,Khách VIP
12591.0,1.0,225.0,368.8499999999999,368.8499999999999,2,Khách mua ít nhưng giá trị cao
12592.0,2.0,288.0,401.59999999999997,200.79999999999998,2,Khách mua ít nhưng giá trị cao
12593.0,3.0,204.0,382.1,127.36666666666667,0,Khách thông thường
12594.0,9.0,1772.0,3208.2199999999993,356.46888888888884,3,Khách VIP
12596.0,2.0,468.0,450.2699999999999,225.13499999999996,2,Khách mua ít nhưng giá trị cao
12597.0,5.0,2165.0,3067.13,613.426,3,Khách VIP
12598.0,8.0,1928.0,2786.679999999999,348.33499999999987,3,Khách VIP
12599.0,7.0,948.0,888.5800000000003,126.94000000000004,0,Khách thông thường
12600.0,10.0,758.0,2311.04,231.10399999999998,0,Khách thông thường
12601.0,6.0,239.0,479.5599999999999,79.92666666666665,0,Khách thông thường
12602.0,1.0,162.0,153.12,153.12,1,Khách không hoạt động
12603.0,1.0,56.0,613.1999999999999,613.1999999999999,2,Khách mua ít nhưng giá trị cao
12604.0,2.0,200.0,236.17999999999995,118.08999999999997,1,Khách không hoạt động
12605.0,1.0,0.0,0.0,0.0,1,Khách không hoạt động
12607.0,2.0,0.0,1.2079226507921703e-13,6.039613253960852e-14,1,Khách không hoạt động
12609.0,3.0,627.0,941.4500000000002,313.8166666666667,0,Khách thông thường
12610.0,6.0,1018.0,1705.9900000000002,284.3316666666667,0,Khách thông thường
12611.0,1.0,846.0,1193.32,1193.32,2,Khách mua ít nhưng giá trị cao
12612.0,2.0,249.0,607.5899999999999,303.79499999999996,2,Khách mua ít nhưng giá trị cao
12613.0,5.0,1570.0,2961.9400000000005,592.3880000000001,3,Khách VIP
12614.0,1.0,76.0,315.6,315.6,2,Khách mua ít nhưng giá trị cao
12615.0,4.0,1365.0,2093.1900000000005,523.2975000000001,3,Khách VIP
12616.0,5.0,269.0,585.2499999999999,117.04999999999998,0,Khách thông thường
12617.0,1.0,210.0,352.9800000000001,352.9800000000001,2,Khách mua ít nhưng giá trị cao
12618.0,1.0,95.0,137.31000000000003,137.31000000000003,1,Khách không hoạt động
12619.0,11.0,3325.0,2903.7700000000013,263.97909090909104,3,Khách VIP
12620.0,3.0,1163.0,1260.2100000000003,420.0700000000001,0,Khách thông thường
12621.0,23.0,7333.0,12334.069999999992,536.2639130434779,3,Khách VIP
12622.0,1.0,68.0,162.1,162.1,1,Khách không hoạt động
12623.0,1.0,189.0,269.1,269.1,2,Khách mua ít nhưng giá trị cao
12624.0,2.0,351.0,569.13,284.565,2,Khách mua ít nhưng giá trị cao
12625.0,3.0,1551.0,2357.2799999999993,785.7599999999998,3,Khách VIP
12626.0,13.0,3313.0,5722.350000000002,440.1807692307694,3,Khách VIP
12627.0,6.0,2730.0,4082.530000000003,680.4216666666672,3,Khách VIP
12628.0,4.0,442.0,715.6099999999999,178.90249999999997,0,Khách thông thường
12630.0,2.0,532.0,993.3800000000001,496.69000000000005,2,Khách mua ít nhưng giá trị cao
12631.0,1.0,232.0,480.50000000000006,480.50000000000006,2,Khách mua ít nhưng giá trị cao
12633.0,5.0,1112.0,1897.2699999999995,379.4539999999999,0,Khách thông thường
12635.0,2.0,1162.0,1509.18,754.59,2,Khách mua ít nhưng giá trị cao
12637.0,9.0,2959.0,5770.359999999995,641.1511111111106,3,Khách VIP
12638.0,1.0,549.0,502.33000000000004,502.33000000000004,2,Khách mua ít nhưng giá trị cao
12639.0,1.0,198.0,366.09999999999997,366.09999999999997,2,Khách mua ít nhưng giá trị cao
12640.0,3.0,301.0,994.58,331.5266666666667,0,Khách thông thường
12641.0,1.0,71.0,145.9,145.9,1,Khách không hoạt động
12642.0,3.0,546.0,905.2600000000001,301.7533333333334,0,Khách thông thường
12643.0,6.0,1788.0,3041.6400000000003,506.94000000000005,3,Khách VIP
12644.0,1.0,325.0,477.9099999999999,477.9099999999999,2,Khách mua ít nhưng giá trị cao
12645.0,5.0,1064.0,1611.3800000000008,322.2760000000002,0,Khách thông thường
12646.0,2.0,897.0,1346.97,673.485,2,Khách mua ít nhưng giá trị cao
12647.0,13.0,1387.0,3093.92,237.99384615384616,3,Khách VIP
12648.0,1.0,159.0,300.04999999999995,300.04999999999995,2,Khách mua ít nhưng giá trị cao
12649.0,4.0,571.0,549.71,137.4275,0,Khách thông thường
12650.0,1.0,250.0,242.43999999999994,242.43999999999994,2,Khách mua ít nhưng giá trị cao
12651.0,1.0,78.0,114.0,114.0,1,Khách không hoạt động
12652.0,2.0,489.0,770.83,385.415,2,Khách mua ít nhưng giá trị cao
12653.0,2.0,895.0,2189.45,1094.725,2,Khách mua ít nhưng giá trị cao
12654.0,5.0,260.0,529.98,105.99600000000001,0,Khách thông thường
12656.0,8.0,1684.0,3550.7200000000016,443.8400000000002,3,Khách VIP
12657.0,5.0,646.0,1008.0599999999997,201.61199999999994,0,Khách thông thường
12658.0,1.0,317.0,632.05,632.05,2,Khách mua ít nhưng giá trị cao
12659.0,1.0,104.0,73.68,73.68,1,Khách không hoạt động
12660.0,1.0,126.0,227.1,227.1,2,Khách mua ít nhưng giá trị cao
12662.0,12.0,2023.0,3511.0799999999986,292.58999999999986,3,Khách VIP
12664.0,9.0,1188.0,4391.879999999999,487.98666666666657,3,Khách VIP
12665.0,2.0,35.0,43.75,21.875,1,Khách không hoạt động
12666.0,1.0,0.0,0.0,0.0,1,Khách không hoạt động
12667.0,1.0,391.0,460.12999999999994,460.12999999999994,2,Khách mua ít nhưng giá trị cao
12668.0,6.0,1540.0,3104.780000000002,517.4633333333337,3,Khách VIP
12669.0,2.0,1104.0,1427.7299999999998,713.8649999999999,2,Khách mua ít nhưng giá trị cao
12670.0,6.0,1377.0,2734.150000000001,455.69166666666683,3,Khách VIP
12672.0,1.0,78.0,225.9,225.9,1,Khách không hoạt động
12673.0,2.0,325.0,554.12,277.06,2,Khách mua ít nhưng giá trị cao
12674.0,7.0,1096.0,1796.2600000000004,256.6085714285715,0,Khách thông thường
12676.0,6.0,664.0,1091.3899999999999,181.8983333333333,0,Khách thông thường
12678.0,10.0,10876.0,16291.26000000001,1629.1260000000009,3,Khách VIP
12679.0,9.0,521.0,896.67,99.63,0,Khách thông thường
12680.0,4.0,439.0,790.81,197.7025,0,Khách thông thường
12681.0,26.0,7418.0,12299.51,473.05807692307695,3,Khách VIP
12682.0,31.0,5485.0,11019.819999999994,355.4780645161288,3,Khách VIP
12683.0,19.0,4838.0,7352.0499999999965,386.9499999999998,3,Khách VIP
12684.0,6.0,1973.0,2073.6299999999997,345.60499999999996,3,Khách VIP
12685.0,6.0,1507.0,2575.0800000000004,429.18000000000006,3,Khách VIP
12686.0,1.0,106.0,71.14,71.14,1,Khách không hoạt động
12688.0,1.0,3012.0,4853.810000000004,4853.810000000004,3,Khách VIP
12689.0,2.0,622.0,1139.61,569.805,2,Khách mua ít nhưng giá trị cao
12690.0,1.0,103.0,335.00999999999993,335.00999999999993,2,Khách mua ít nhưng giá trị cao
12691.0,5.0,388.0,927.8,185.56,0,Khách thông thường
12693.0,6.0,242.0,686.9599999999999,114.49333333333333,0,Khách thông thường
12694.0,2.0,503.0,761.6699999999998,380.8349999999999,2,Khách mua ít nhưng giá trị cao
12695.0,4.0,220.0,582.1,145.525,0,Khách thông thường
12697.0,5.0,494.0,739.02,147.804,0,Khách thông thường
12700.0,4.0,2944.0,4525.9900000000025,1131.4975000000006,3,Khách VIP
12701.0,2.0,674.0,725.7099999999999,362.85499999999996,2,Khách mua ít nhưng giá trị cao
12702.0,1.0,52.0,201.0,201.0,1,Khách không hoạt động
12703.0,2.0,160.0,256.70000000000005,128.35000000000002,1,Khách không hoạt động
12704.0,8.0,991.0,1740.84,217.605,0,Khách thông thường
12705.0,13.0,3934.0,6323.200000000002,486.40000000000015,3,Khách VIP
12707.0,1.0,256.0,603.4200000000001,603.4200000000001,2,Khách mua ít nhưng giá trị cao
12708.0,16.0,1251.0,2326.5200000000004,145.40750000000003,0,Khách thông thường
12709.0,26.0,3768.0,8857.749999999996,340.68269230769215,3,Khách VIP
12710.0,4.0,830.0,999.53,249.8825,0,Khách thông thường
12712.0,17.0,1019.0,3791.6299999999987,223.03705882352935,3,Khách VIP
12713.0,1.0,493.0,789.5099999999999,789.5099999999999,2,Khách mua ít nhưng giá trị cao
12714.0,5.0,3022.0,4287.540000000003,857.5080000000005,3,Khách VIP
12715.0,1.0,190.0,263.36,263.36,2,Khách mua ít nhưng giá trị cao
12716.0,2.0,703.0,963.4900000000001,481.74500000000006,2,Khách mua ít nhưng giá trị cao
12717.0,2.0,502.0,830.9799999999999,415.48999999999995,2,Khách mua ít nhưng giá trị cao
12718.0,1.0,189.0,197.21,197.21,1,Khách không hoạt động
12719.0,3.0,357.0,536.0999999999999,178.69999999999996,0,Khách thông thường
12720.0,28.0,4606.0,5060.239999999998,180.72285714285707,3,Khách VIP
12721.0,7.0,1927.0,2353.9400000000005,336.2771428571429,3,Khách VIP
12722.0,6.0,559.0,886.33,147.72166666666666,0,Khách thông thường
12723.0,5.0,433.0,707.0700000000002,141.41400000000004,0,Khách thông thường
12724.0,4.0,439.0,923.4100000000001,230.85250000000002,0,Khách thông thường
12725.0,1.0,162.0,371.79999999999995,371.79999999999995,2,Khách mua ít nhưng giá trị cao
12726.0,7.0,3132.0,2411.0999999999995,344.44285714285706,3,Khách VIP
12727.0,8.0,2044.0,3420.6599999999985,427.5824999999998,3,Khách VIP
12728.0,4.0,413.0,728.3300000000002,182.08250000000004,0,Khách thông thường
12729.0,1.0,231.0,417.00999999999993,417.00999999999993,2,Khách mua ít nhưng giá trị cao
12731.0,14.0,8347.0,18655.370000000003,1332.5264285714288,3,Khách VIP
12732.0,1.0,110.0,218.26,218.26,1,Khách không hoạt động
12733.0,1.0,137.0,383.95000000000005,383.95000000000005,2,Khách mua ít nhưng giá trị cao
12734.0,1.0,68.0,102.0,102.0,1,Khách không hoạt động
12735.0,2.0,363.0,689.5699999999998,344.7849999999999,2,Khách mua ít nhưng giá trị cao
12736.0,1.0,168.0,144.0,144.0,1,Khách không hoạt động
12738.0,1.0,147.0,137.35000000000002,137.35000000000002,1,Khách không hoạt động
12739.0,1.0,485.0,975.5399999999997,975.5399999999997,2,Khách mua ít nhưng giá trị cao
12740.0,1.0,342.0,427.59999999999997,427.59999999999997,2,Khách mua ít nhưng giá trị cao
12743.0,2.0,313.0,536.9900000000001,268.49500000000006,2,Khách mua ít nhưng giá trị cao
12744.0,4.0,5228.0,9054.689999999997,2263.672499999999,3,Khách VIP
12747.0,11.0,1275.0,4196.01,381.4554545454546,3,Khách VIP
12748.0,217.0,22956.0,29482.260000000486,135.862949308758,3,Khách VIP
12749.0,8.0,1415.0,3772.9000000000015,471.6125000000002,3,Khách VIP
12750.0,1.0,137.0,275.88,275.88,2,Khách mua ít nhưng giá trị cao
12752.0,1.0,2262.0,4366.779999999999,4366.779999999999,3,Khách VIP
12753.0,11.0,10938.0,20304.489999999972,1845.8627272727247,3,Khách VIP
12754.0,3.0,6481.0,3010.7400000000002,1003.58,3,Khách VIP
12755.0,3.0,867.0,2220.7499999999995,740.2499999999999,3,Khách VIP
12756.0,1.0,144.0,112.08,112.08,1,Khách không hoạt động
12757.0,10.0,2375.0,4161.750000000001,416.17500000000007,3,Khách VIP
12758.0,2.0,2111.0,2781.510000000001,1390.7550000000006,3,Khách VIP
12759.0,3.0,894.0,1411.440000000001,470.4800000000003,0,Khách thông thường
12762.0,2.0,1208.0,1677.3200000000006,838.6600000000003,2,Khách mua ít nhưng giá trị cao
12763.0,2.0,304.0,489.04,244.52,2,Khách mua ít nhưng giá trị cao
12764.0,1.0,386.0,1693.88,1693.88,2,Khách mua ít nhưng giá trị cao
12766.0,7.0,3623.0,6437.830000000001,919.6900000000002,3,Khách VIP
12769.0,1.0,356.0,1143.6000000000004,1143.6000000000004,2,Khách mua ít nhưng giá trị cao
